Banner ID,Merchant Name,Allow String Matching,Tax id,Disallow string match,Nix if Multiple matches,Prefer if multple matches,Allow on top of receipt only,Match against addresses,Country,Logo-Text_Merchant_Name
,TILTAWAY BEDS OF AUSTRALIA,,8.91E+10,,,,,,AU,
,TOUGH DOG BEDS,,3.26E+10,,,,,,AU,
,The Open Beds Project,,4.19E+10,,,,,,AU,
,Tuff Dog Beds,,6.74E+10,,,,,,AU,
,Tyred Dog Beds,,8.09E+10,,,,,,AU,
,Unique Wall Beds,,1.40E+10,,,,,,AU,
,VANREST BEDS DIRECT,,3.04E+10,,,,,,AU,
,VEG Wicking Beds,,2.95E+10,,,,,,AU,
,WHATS IN BEDS,,9.52E+10,,,,,,AU,
,WHATS IN BEDS,,4.36E+10,,,,,,AU,
,beds on the barwon,,1.28E+10,,,,,,AU,
,beds that fit,,8.20E+10,,,,,,AU,
,modular garden beds,,4.02E+10,,,,,,AU,
,ABC BEDDING,,9.11E+10,,,,,,AU,
,ALLIED BEDDING CO. PTY. LTD.,,7.10E+10,,,,,,AU,
,ALPHAREST BEDDING,,8.21E+10,,,,,,AU,
,AUSTRA BEDDING PTY LTD,,9.52E+10,,,,,,AU,
,Abercrombie Bedding Co,,4.22E+10,,,,,,AU,
,Absolute Bedding,,1.24E+10,,,,,,AU,
,Affordable Bedding Company,,7.87E+10,,,,,,AU,
,BECKS BEDDING,,4.78E+10,,,,,,AU,
,BEDDING (AUSTRALIA) PTY. LTD.,,3.21E+10,,,,,,AU,
,BEDDING BARN,,8.66E+10,,,,,,AU,
,BEDDING DESIGN PTY. LTD.,,7.66E+10,,,,,,AU,
,BEDDING PLUS,,7.40E+10,,,,,,AU,
,BEDDING SOLUTIONS,,9.71E+10,,,,,,AU,
,BEDDING SUPERSTORE,,3.90E+10,,,,,,AU,
,BEDDING TECHNOLOGY PTY LTD,,5.30E+10,,,,,,AU,
,BEDDING TOWN,,7.15E+10,,,,,,AU,
,BEDDING WAREHOUSE PTY LTD,,9.96E+10,,,,,,AU,
,BEDDING WORLD,,7.18E+10,,,,,,AU,
,BEDROCK BEDDING,,7.12E+10,,,,,,AU,
,BEDROOM BASEMENT,,5.30E+10,,,,,,AU,
,BEDROOM BLACKOUT,,1.77E+10,,,,,,AU,
,BEDROOM BLISS,,2.99E+10,,,,,,AU,
,BEDROOM COLLECTIONS,,7.61E+10,,,,,,AU,
,BEDROOM COMPANY JOONDALUP,,4.15E+10,,,,,,AU,
,BEDROOM COMPANY O'CONNOR,,3.59E+10,,,,,,AU,
,BEDROOM DELIGHTS,,7.91E+10,,,,,,AU,
,BEDROOM DIRECT PTY. LTD.,,5.46E+10,,,,,,AU,
,Bathcorp Pty Ltd,,9.01E+10,,,,,,AU,
,AARON BATH,,1.30E+10,,,,,,AU,
,ABBEY BATH,,7.88E+10,,,,,,AU,
,ACCENT BATH,,9.22E+10,,,,,,AU,
,AK BATH PTY. LTD.,,1.56E+10,,,,,,AU,
,ALFRED BATH,,4.75E+10,,,,,,AU,
,AMELIA BATH,,5.17E+10,,,,,,AU,
,ASNU BATH,,5.44E+10,,,,,,AU,
,ATKINS BATH PTY. LTD.,,3.11E+10,,,,,,AU,
,AUTO BATH,,5.41E+10,,,,,,AU,
,BAROSSA BATH,,4.45E+10,,,,,,AU,
,BATH & BODY,,2.40E+10,,,,,,AU,
,BATH & BROS PTY LTD,,7.02E+10,,,,,,AU,
,BATH ART PTY LTD,,2.82E+10,,,,,,AU,
,BATH BABE,,1.25E+10,,,,,,AU,
,BATH BAGS.CO,,3.75E+10,,,,,,AU,
,BATH BOX,,6.05E+10,,,,,,AU,
,BATH BUDDIES,,3.08E+10,,,,,,AU,
,BATH DEVELOPMENTS PTY LTD,,6.16E+10,,,,,,AU,
,BATH EMPIRE PTY. LTD.,,6.46E+10,,,,,,AU,
,BATH GOLF PTY LTD,,6.42E+10,,,,,,AU,
,BENJAMIN BATH,,7.24E+10,,,,,,AU,
,BETLEY & BATH,,8.53E+10,,,,,,AU,
,BIN BATH CORPORATION PTY LTD,,3.06E+10,,,,,,AU,
,BLOSSOM BATH,,5.99E+10,,,,,,AU,
,BRIAN BATH,,4.59E+10,,,,,,AU,
,Bark & Bath,,6.13E+10,,,,,,AU,
,Barker Bath,,6.21E+10,,,,,,AU,
,Bath & Body,,9.30E+10,,,,,,AU,
,Bath & Body,,4.32E+10,,,,,,AU,
,Bath & Bone,,3.15E+10,,,,,,AU,
,Bath Botanicals,,7.23E+10,,,,,,AU,
,Bath Bumpers,,6.93E+10,,,,,,AU,
,Bath Candy,,1.91E+10,,,,,,AU,
,Bath Centre,,9.56E+10,,,,,,AU,
,Bath Contracting,,2.98E+10,,,,,,AU,
,Bath Estates,,8.92E+10,,,,,,AU,
,Bath Haus,,5.56E+10,,,,,,AU,
,Bath and Bubbles,,2.31E+10,,,,,,AU,
,Bath huis,,4.87E+10,,,,,,AU,
,Be's Bath,,4.04E+10,,,,,,AU,
,Bespoke Bath Co.,,5.16E+10,,,,,,AU,
,Body & Bath,,5.08E+10,,,,,,AU,
,CABRA BATH PTY LTD,,5.06E+10,,,,,,AU,
,CARLENE BATH,,3.54E+10,,,,,,AU,
,CAROLINE BATH,,2.42E+10,,,,,,AU,
,CHLORIS BATH,,5.43E+10,,,,,,AU,
,CHRISTOPHER BATH,,8.42E+10,,,,,,AU,
,CINDY BATH,,3.74E+10,,,,,,AU,
,CLARE BATH,,7.05E+10,,,,,,AU,
,COLIN BATH,,8.85E+10,,,,,,AU,
,Calver Bath Co,,5.46E+10,,,,,,AU,
,Cheryl Bath,,8.93E+10,,,,,,AU,
,Coco Bath,,2.78E+10,,,,,,AU,
,DAMIEN BATH,,9.81E+10,,,,,,AU,
,DENIS BATH,,2.92E+10,,,,,,AU,
,DESI KITCHENS AND BATH,,9.56E+10,,,,,,AU,
,DIGITAL BATH,,5.80E+10,,,,,,AU,
,DONNA BATH,,8.25E+10,,,,,,AU,
,Dainty Bath,,8.22E+10,,,,,,AU,
,ELLY BATH,,3.70E+10,,,,,,AU,
,ESSENTIAL BATH,,1.38E+10,,,,,,AU,
,Enviro-Bath Pty Ltd,,8.11E+10,,,,,,AU,
,FELECIA BATH,,6.35E+10,,,,,,AU,
,GAVIN BATH,,6.72E+10,,,,,,AU,
,GURSIMRAN BATH,,7.87E+10,,,,,,AU,
,HANNAH BATH,,4.03E+10,,,,,,AU,
,KATRINA BATH,,3.96E+10,,,,,,AU,
,KIM BATH,,4.72E+10,,,,,,AU,
,MD & CL BATH,,8.98E+10,,,,,,AU,
,MR BRANDO'S BATH,,7.90E+10,,,,,,AU,
,Miss Bath Kit,,2.24E+10,,,,,,AU,
,PHILLIP BATH,,8.01E+10,,,,,,AU,
,THE BATH BAKERY,,3.65E+10,,,,,,AU,
,THE BATH HOUSE PTY. LIMITED,,1.30E+10,,,,,,AU,
,THE CAR BATH,,8.47E+10,,,,,,AU,
,THE DOGS BATH,,4.02E+10,,,,,,AU,
,The Bath and Body Co,,2.79E+10,,,,,,AU,
,The Colour Bath,,6.78E+10,,,,,,AU,
,bath bars,,9.58E+10,,,,,,AU,
,bath essentials,,6.27E+10,,,,,,AU,
,A & E BATH,,9.19E+10,,,,,,AU,
,A & M BATH PTY LTD,,5.66E+10,,,,,,AU,
,AQUAJOY BATH LIFT PTY LTD,,6.76E+10,,,,,,AU,
,AQUANOVA BATH TEXTILES,,3.12E+10,,,,,,AU,
,AUSTEK BATH RESURFACING,,5.98E+10,,,,,,AU,
,AW & CA BATH,,6.16E+10,,,,,,AU,
,All Things Bath,,7.87E+10,,,,,,AU,
,Audio Dirt Bath,,8.29E+10,,,,,,AU,
,Australian Seaweed Bath,,9.39E+10,,,,,,AU,
,B & T Bath,,9.44E+10,,,,,,AU,
,BAMBOO BED AND BATH,,3.91E+10,,,,,,AU,
,BATH & BODY PRODUCTS,,3.20E+10,,,,,,AU,
,BATH & BODY SENSATIONS,,7.46E+10,,,,,,AU,
,BATH & SPA FIX PTY LTD,,5.32E+10,,,,,,AU,
,BATH & WILLIAMS ENTERPRISES PTY LTD,,7.16E+10,,,,,,AU,
,BATH BODY & SOUL,,4.08E+10,,,,,,AU,
,BATH BODY BLISS,,4.56E+10,,,,,,AU,
,BATH BOMB & BEAUTY,,9.04E+10,,,,,,AU,
,BATH BOMB BAKERY,,9.71E+10,,,,,,AU,
,BATH BOMB STATION,,2.32E+10,,,,,,AU,
,BATH BOMBS AND BEYOND,,4.49E+10,,,,,,AU,
,BATH HOUSE AUSTRALIA PTY LTD,,6.46E+10,,,,,,AU,
,BATH LANE CAFE,,5.36E+10,,,,,,AU,
,BATH ROAD HOLDINGS PTY LTD,,6.81E+10,,,,,,AU,
,BATH SUPER FUND PTY LTD,,9.66E+10,,,,,,AU,
,BATH TIME AUSTRALIA PTY LTD,,8.21E+10,,,,,,AU,
,BATH TO BOW PTY LTD,,2.46E+10,,,,,,AU,
,BATH YA BUD,,9.94E+10,,,,,,AU,
,BATH;STEWART ASSOCIATES PTY. LIMITED,,5.70E+10,,,,,,AU,
,BATHOX BATH TIME PTY LTD,,1.20E+10,,,,,,AU,
,BED BATH AND BEAUTY,,6.51E+10,,,,,,AU,
,BED BATH AND BEYOND,,6.60E+10,,,,,,AU,
,BED BATH TABLE PTY LTD,,6.56E+10,,,,,,AU,
,BED.BATH.LINEN. PTY LTD,,4.61E+10,,,,,,AU,
,BEST MATES BATH,,5.77E+10,,,,,,AU,
,BHAVNEET KAUR BATH,,5.15E+10,,,,,,AU,
,BILL BATH & ASSOCIATES,,9.21E+10,,,,,,AU,
,BLISS BATH AND BEAUTY,,2.77E+10,,,,,,AU,
,BONDI BATH HOUSE,,6.61E+10,,,,,,AU,
,BREEZE BATH AND BODY,,5.98E+10,,,,,,AU,
,BRENDA MARY BATH,,4.66E+10,,,,,,AU,
,BUBBLE BATH BALLARAT,,8.41E+10,,,,,,AU,
,BUBBLE BATH BAY PTY LIMITED,,6.12E+10,,,,,,AU,
,BUBBLING BATH MOMENTS,,2.83E+10,,,,,,AU,
,BUDGET BATH RESURFACING,,4.81E+10,,,,,,AU,
,BUY BATH BOMBS,,9.58E+10,,,,,,AU,
,Balm Bath and Beauty,,4.28E+10,,,,,,AU,
,Bath Body & Beyond,,8.68E+10,,,,,,AU,
,Bath Body & Soul,,7.91E+10,,,,,,AU,
,Bath Body and Abode,,6.67E+10,,,,,,AU,
,Bath Bomb Supplies,,3.97E+10,,,,,,AU,
,Bath Family Investments Pty Ltd,,9.81E+10,,,,,,AU,
,Bath Financial Services Pty Ltd,,8.31E+10,,,,,,AU,
,Bath Lane Cafe,,3.49E+10,,,,,,AU,
,Bath System Australia Pty Ltd,,6.42E+10,,,,,,AU,
,Bath Time Fun,,1.36E+10,,,,,,AU,
,Bath and Body Magic,,6.43E+10,,,,,,AU,
,Bath bomb world,,7.01E+10,,,,,,AU,
,Bath n Biscuit,,7.52E+10,,,,,,AU,
,Bath n Bubbles,,6.48E+10,,,,,,AU,
,Bath to Basics,,8.23E+10,,,,,,AU,
,Bath,,9.13E+10,,,,,,AU,
,Bees Bath Creations,,2.18E+10,,,,,,AU,
,Bennetts Bath Repairs,,7.85E+10,,,,,,AU,
,Black Wolf Bath,,6.75E+10,,,,,,AU,
,Bliss Bath Bombs,,3.76E+10,,,,,,AU,
,Blissful Bath Products,,1.28E+10,,,,,,AU,
,Body,,6.15E+10,,,,,,AU,
,Boho Bath & Body,,5.09E+10,,,,,,AU,
,Bombalicious Bath Bombs,,9.54E+10,,,,,,AU,
,Bondi Bath & Build,,3.80E+10,,,,,,AU,
,SURFCORP PTY LTD,,9.81E+10,,,,,,AU,
,surf co,,6.80E+10,,,,,,AU,
,ABILITY SURF PTY LTD,,8.56E+10,,,,,,AU,
,ACID SURF,,2.80E+10,,,,,,AU,
,ACTION SURF,,1.52E+10,,,,,,AU,
,ACTVE SURF PTY LTD,,6.76E+10,,,,,,AU,
,ADRIFT SURF,,5.71E+10,,,,,,AU,
,ALMORA SURF PTY LTD,,6.96E+10,,,,,,AU,
,ALOHA SURF PTY LTD,,8.66E+10,,,,,,AU,
,ALPHA SURF CO,,6.74E+10,,,,,,AU,
,AMITY SURF,,9.51E+10,,,,,,AU,
,ANGOURIE SURF COMPANY,,5.64E+10,,,,,,AU,
,AQUATIQUE SURF COMPANY,,8.60E+10,,,,,,AU,
,ATLAS SURF CO,,7.08E+10,,,,,,AU,
,AVOCA SURF CO PTY LTD,,2.76E+10,,,,,,AU,
,AWSM SURF,,1.52E+10,,,,,,AU,
,Adore surf,,9.48E+10,,,,,,AU,
,Adrift Surf,,6.72E+10,,,,,,AU,
,Aequor Surf,,9.91E+10,,,,,,AU,
,Alkimos Surf,,1.67E+10,,,,,,AU,
,Apres Surf,,7.16E+10,,,,,,AU,
,Archy surf,,2.60E+10,,,,,,AU,
,Ashmore Surf Pty Ltd,,3.52E+10,,,,,,AU,
,Aussie Surf,,9.80E+10,,,,,,AU,
,Aussie Surf Co,,3.70E+10,,,,,,AU,
,BALANCE SURF,,7.14E+10,,,,,,AU,
,BANJAR SURF,,5.91E+10,,,,,,AU,
,BEACHIN SURF,,3.98E+10,,,,,,AU,
,BIG SURF PTY LTD,,9.11E+10,,,,,,AU,
,BLUE SURF CORP PTY LTD,,4.86E+10,,,,,,AU,
,BLVD SURF PTY LTD,,6.12E+10,,,,,,AU,
,BOARDWALK SURF,,1.70E+10,,,,,,AU,
,BODYBOARDERS SURF CO PTY LTD,,6.36E+10,,,,,,AU,
,BOMBALA SURF COMPANY PTY LTD,,6.52E+10,,,,,,AU,
,BONDI SURF CO.,,1.91E+10,,,,,,AU,
,BONDI SURF CO. PTY. LTD,,7.01E+10,,,,,,AU,
,BRANDED SURF,,7.81E+10,,,,,,AU,
,BROOKVALE SURF PTY LTD,,3.16E+10,,,,,,AU,
,BULLAMAKANKA SURF COMPANY PTY. LIMITED,,3.41E+10,,,,,,AU,
,BULLET SURF,,8.01E+10,,,,,,AU,
,BURTON SURF PTY LTD,,2.69E+10,,,,,,AU,
,BUSH SURF COMPANY PTY LIMITED,,4.00E+10,,,,,,AU,
,BUSSELTON SURF,,9.94E+10,,,,,,AU,
,BUSTED SURF CO,,3.91E+10,,,,,,AU,
,Big Surf,,7.55E+10,,,,,,AU,
,Bilton Surf,,3.27E+10,,,,,,AU,
,Blink Surf,,5.22E+10,,,,,,AU,
,Bluelines Surf Pty Ltd,,1.91E+10,,,,,,AU,
,Brunswick Surf,,9.01E+10,,,,,,AU,
,Buckshot Surf Company,,6.23E+10,,,,,,AU,
,Burleigh Surf,,3.15E+10,,,,,,AU,
,Byrne surf,,9.77E+10,,,,,,AU,
,C60 SURF,,6.51E+10,,,,,,AU,
,CALM SURF PTY LTD,,7.61E+10,,,,,,AU,
,CASTLE SURF CO,,4.22E+10,,,,,,AU,
,CET SURF PTY LIMITED,,1.61E+10,,,,,,AU,
,CLASSIC SURF,,6.29E+10,,,,,,AU,
,CLEARWATER SURF,,1.87E+10,,,,,,AU,
,CO-LAB SURF PTY LTD,,8.76E+10,,,,,,AU,
,COAST SURF COMPANY,,5.72E+10,,,,,,AU,
,COLOR SURF,,9.91E+10,,,,,,AU,
,COOLANGATTA SURF,,6.27E+10,,,,,,AU,
,COOLANGATTA SURF PTY LTD,,4.51E+10,,,,,,AU,
,CORE SURF,,8.59E+10,,,,,,AU,
,CORO SURF,,8.49E+10,,,,,,AU,
,COTTESLOE SURF,,6.51E+10,,,,,,AU,
,CRUZA SURF,,3.81E+10,,,,,,AU,
,CRYSTALS SURF,,9.67E+10,,,,,,AU,
,CUDA SURF,,9.19E+10,,,,,,AU,
,CYCLONE SURF,,4.66E+10,,,,,,AU,
,Cactus Surf Co,,6.72E+10,,,,,,AU,
,Caption Surf,,3.25E+10,,,,,,AU,
,Central Surf,,6.75E+10,,,,,,AU,
,Clayton Surf,,5.03E+10,,,,,,AU,
,Cloud Surf,,4.13E+10,,,,,,AU,
,Coastal Surf Co,,3.29E+10,,,,,,AU,
,Combi Surf Co,,1.19E+10,,,,,,AU,
,Coogee Surf and Co,,1.21E+10,,,,,,AU,
,Cronulla Surf Co,,5.92E+10,,,,,,AU,
,Crystals Surf Pty Ltd,,8.81E+10,,,,,,AU,
,Current Surf Co.,,5.65E+10,,,,,,AU,
,DARKSIDE SURF PTY LTD,,5.52E+10,,,,,,AU,
,DEEP SURF PTY LIMITED,,7.21E+10,,,,,,AU,
,DEEPWATER SURF CO,,5.24E+10,,,,,,AU,
,DENMARK SURF,,9.46E+10,,,,,,AU,
,DHD Surf Pty Ltd,,8.92E+10,,,,,,AU,
,DIVISION SURF,,8.60E+10,,,,,,AU,
,DNA SURF,,9.57E+10,,,,,,AU,
,DOCTOR SURF,,1.42E+10,,,,,,AU,
,DUCKYS SURF,,9.35E+10,,,,,,AU,
,DYNAMIK SURF,,6.71E+10,,,,,,AU,
,Dexter Surf,,6.52E+10,,,,,,AU,
,EAT & SURF,,9.26E+10,,,,,,AU,
,ELEMENTAL SURF PTY LTD,,2.92E+10,,,,,,AU,
,ELITE SURF PTY LTD,,8.56E+10,,,,,,AU,
,EVOLUTION SURF,,3.91E+10,,,,,,AU,
,Earthline Surf,,3.57E+10,,,,,,AU,
,Escape Surf,,8.54E+10,,,,,,AU,
,Expression Surf Pty Limited,,5.32E+10,,,,,,AU,
,FIGJAM surf,,3.38E+10,,,,,,AU,
,FINNISH SURF COMPANY PTY. LIMITED,,1.71E+10,,,,,,AU,
,FLUID SURF,,7.84E+10,,,,,,AU,
,FOX SURF,,8.48E+10,,,,,,AU,
,FRETBOARD SURF,,2.66E+10,,,,,,AU,
,GANGSTA SURF,,9.83E+10,,,,,,AU,
,GENERAL SURF CO,,7.45E+10,,,,,,AU,
,GLASSEYE SURF CO,,9.53E+10,,,,,,AU,
,GO SURF,,3.81E+10,,,,,,AU,
,GOFO SURF,,5.86E+10,,,,,,AU,
,GOLDEN SURF PTY. LTD.,,7.01E+10,,,,,,AU,
,GRAFTON SURF CO,,6.12E+10,,,,,,AU,
,GRAFTON SURF CO,,7.80E+10,,,,,,AU,
,GROM SURF PTY LTD,,7.26E+10,,,,,,AU,
,GROOVE SURF PTY LTD,,1.61E+10,,,,,,AU,
,GUARDIANS OF THE SURF,,6.75E+10,,,,,,AU,
,Glassy Surf Co,,6.06E+10,,,,,,AU,
,Goa Surf,,8.31E+10,,,,,,AU,
,Gravity Surf,,6.48E+10,,,,,,AU,
,Gravity surf,,2.13E+10,,,,,,AU,
,HERMIT SURF CO PTY LTD,,7.92E+10,,,,,,AU,
,HIGHLINE SURF CO PTY LTD,,9.26E+10,,,,,,AU,
,HIPPIE SURF,,6.92E+10,,,,,,AU,
,HOLLOW SURF PTY LTD,,5.72E+10,,,,,,AU,
,HONOLUA SURF CO,,6.71E+10,,,,,,AU,
,HORIZON SURF,,3.67E+10,,,,,,AU,
,HUIE SURF,,3.62E+10,,,,,,AU,
,Hoku Surf,,4.92E+10,,,,,,AU,
,IMPACT SURF,,4.71E+10,,,,,,AU,
,INDIANA SURF,,2.00E+10,,,,,,AU,
,INLAND SURF,,7.35E+10,,,,,,AU,
,INNOVATIVE SURF PTY LTD,,9.24E+10,,,,,,AU,
,INSALT SURF CO.,,8.38E+10,,,,,,AU,
,INSANE SURF,,9.34E+10,,,,,,AU,
,INSIDE SURF,,3.31E+10,,,,,,AU,
,ISLAND SURF,,3.23E+10,,,,,,AU,
,Ice surf,,2.57E+10,,,,,,AU,
,Indeocean Surf,,7.11E+10,,,,,,AU,
,Industrie Surf,,4.95E+10,,,,,,AU,
,JETTY SURF,,6.81E+10,,,,,,AU,
,JP SURF,,1.71E+10,,,,,,AU,
,JPD Surf,,2.15E+10,,,,,,AU,
,JUNGLE SURF,,8.45E+10,,,,,,AU,
,KABARI SURF,,4.02E+10,,,,,,AU,
,KAOS SURF,,2.40E+10,,,,,,AU,
,KILANI SURF CO,,6.51E+10,,,,,,AU,
,KINGY SURF,,2.40E+10,,,,,,AU,
,KOALA SURF PTY LTD,,4.21E+10,,,,,,AU,
,Kanga Surf,,3.50E+10,,,,,,AU,
,Kendall Surf Pty Ltd,,8.61E+10,,,,,,AU,
,Kinky Surf,,5.16E+10,,,,,,AU,
,Kismet Surf Co.,,1.14E+10,,,,,,AU,
,Kombi Surf,,9.04E+10,,,,,,AU,
,LANCELIN SURF,,6.22E+10,,,,,,AU,
,LANGLEY SURF PTY LTD,,7.56E+10,,,,,,AU,
,LANLY SURF,,9.36E+10,,,,,,AU,
,LEGIN SURF,,8.81E+10,,,,,,AU,
,LEROI SURF,,5.96E+10,,,,,,AU,
,LIKKIT SURF,,5.88E+10,,,,,,AU,
,LIMESTONE SURF,,3.16E+10,,,,,,AU,
,LIQUID SURF,,5.63E+10,,,,,,AU,
,LIZZARD SURF,,1.17E+10,,,,,,AU,
,Limestone Surf,,2.42E+10,,,,,,AU,
,Lincoln Surf,,5.11E+10,,,,,,AU,
,Llewellyn Surf,,9.26E+10,,,,,,AU,
,Luna Surf,,3.21E+10,,,,,,AU,
,MANTA SURF CO. PTY LTD,,1.41E+10,,,,,,AU,
,MARLO SURF COMPANY,,3.63E+10,,,,,,AU,
,MAROOCHY SURF,,1.83E+10,,,,,,AU,
,MAXIMUM SURF PTY LTD,,7.81E+10,,,,,,AU,
,MELLOW SURF,,4.62E+10,,,,,,AU,
,MERZETTI SURF,,3.46E+10,,,,,,AU,
,MODOM SURF CO PTY LTD,,1.86E+10,,,,,,AU,
,MODOM SURF PTY. LTD.,,2.76E+10,,,,,,AU,
,MONDO SURF,,5.88E+10,,,,,,AU,
,MONSTA SURF PTY LTD,,7.76E+10,,,,,,AU,
,MOST SURF CO.,,1.47E+10,,,,,,AU,
,MOTOR SURF,,6.52E+10,,,,,,AU,
,MR REEVE'S SURF CO,,8.86E+10,,,,,,AU,
,MalContent Surf Co,,7.96E+10,,,,,,AU,
,Maven Surf,,1.18E+10,,,,,,AU,
,Method Surf Company,,9.22E+10,,,,,,AU,
,Motion Surf,,5.46E+10,,,,,,AU,
,Mr Miyagis Surf Company Pty Ltd,,8.01E+10,,,,,,AU,
,NALU SURF PTY LTD,,2.26E+10,,,,,,AU,
,NETWORK SURF,,6.61E+10,,,,,,AU,
,NEWLINE SURF PTY. LTD.,,3.11E+10,,,,,,AU,
,Narra Surf Pty Ltd,,6.71E+10,,,,,,AU,
,Noosa Surf,,4.53E+10,,,,,,AU,
,Nudie Surf,,7.97E+10,,,,,,AU,
,OCCASION SURF,,5.68E+10,,,,,,AU,
,OCEANFIRE SURF PTY LTD,,2.36E+10,,,,,,AU,
,OCEANSIDE SURF COMPANY PTY LTD,,8.61E+10,,,,,,AU,
,OFFSHORE SURF,,3.21E+10,,,,,,AU,
,OFFSHORE SURF CO,,3.30E+10,,,,,,AU,
,ONBOARD SURF CO PTY LTD,,7.05E+10,,,,,,AU,
,ONSURE SURF PTY LTD,,7.72E+10,,,,,,AU,
,ORIGINAL SURF CO PTY LTD,,9.71E+10,,,,,,AU,
,OVERBOARD SURF PTY LTD,,2.26E+10,,,,,,AU,
,OZ SURF CO,,5.22E+10,,,,,,AU,
,MISS TAB PTY LTD,,1.31E+10,,,,,,AU,
,MR TAB,,7.13E+10,,,,,,AU,
,T.A.B.,,6.21E+10,,,,,,AU,
,TAB,,2.21E+10,,,,,,AU,
,TAB,,8.41E+10,,,,,,AU,
,TAB,,8.51E+10,,,,,,AU,
,TAB LIMITED,,1.71E+10,,,,,,AU,
,TABCORP,,6.61E+10,,,,,,AU,
,Tabcorp,,7.31E+10,,,,,,AU,
,4TAB,,5.50E+10,,,,,,AU,
,ALT TAB PTY LTD,,1.31E+10,,,,,,AU,
,ASB & TAB PTY LTD,,2.21E+10,,,,,,AU,
,Applecross TAB,,6.09E+10,,,,,,AU,
,Applecross TAB,,8.35E+10,,,,,,AU,
,Artarmon Tab,,4.35E+10,,,,,,AU,
,BOULDER TAB,,5.02E+10,,,,,,AU,
,BURPENGARY TAB,,7.22E+10,,,,,,AU,
,CROYDON TAB,,4.11E+10,,,,,,AU,
,CRYPTO TAB,,4.01E+10,,,,,,AU,
,Coolangatta T.A.B,,7.46E+10,,,,,,AU,
,Currambine TAB,,3.04E+10,,,,,,AU,
,DR. T. ABA PTY. LTD.,,5.11E+10,,,,,,AU,
,EASTWOOD TAB,,8.05E+10,,,,,,AU,
,Findon TAB,,7.30E+10,,,,,,AU,
,Fremantle TAB,,2.70E+10,,,,,,AU,
,GLENDALE TAB,,6.61E+10,,,,,,AU,
,HOOKS' TAB PTY LTD,,6.81E+10,,,,,,AU,
,Haberfield TAB,,9.75E+10,,,,,,AU,
,Harvey TAB,,8.50E+10,,,,,,AU,
,KENMORE TAB,,2.53E+10,,,,,,AU,
,Kaleen TAB,,5.86E+10,,,,,,AU,
,Karabar TAB,,1.80E+10,,,,,,AU,
,Kingsley TAB,,8.75E+10,,,,,,AU,
,LLOYD'S T.A.B PTY LTD,,6.22E+10,,,,,,AU,
,MANLY TAB,,3.17E+10,,,,,,AU,
,MATRAVILLE TAB,,2.10E+10,,,,,,AU,
,MATRAVILLE TAB,,6.09E+10,,,,,,AU,
,MILPERRA TAB,,5.45E+10,,,,,,AU,
,MIRRABOOKA T A B,,9.30E+10,,,,,,AU,
,MJB & TAB PTY LTD,,4.56E+10,,,,,,AU,
,MS CHERYL T WHEATLEY T/AS BOTANY TAB,,4.40E+10,,,,,,AU,
,Malaga TAB,,1.82E+10,,,,,,AU,
,Marsden TAB,,4.38E+10,,,,,,AU,
,NARRAWEENA TAB,,5.51E+10,,,,,,AU,
,NERANG TAB,,2.21E+10,,,,,,AU,
,NI TAB PTY LTD,,4.96E+10,,,,,,AU,
,NORWOOD TAB,,4.42E+10,,,,,,AU,
,NT TAB,,3.21E+10,,,,,,AU,
,PALMERSTON TAB,,2.55E+10,,,,,,AU,
,Press Tab,,8.42E+10,,,,,,AU,
,REVESBY TAB,,5.82E+10,,,,,,AU,
,RIVERSTONE TAB,,4.25E+10,,,,,,AU,
,ROCKDALE TAB,,6.11E+10,,,,,,AU,
,SMITHSON TAB PTY LTD,,8.91E+10,,,,,,AU,
,T A B CORRIMAL,,3.10E+10,,,,,,AU,
,T A B TOWING,,4.37E+10,,,,,,AU,
,T.A.B. BRICKLAYING,,2.64E+10,,,,,,AU,
,T.A.B. COURIERS,,6.88E+10,,,,,,AU,
,T.A.B. HAMILTON PTY. LIMITED,,7.80E+10,,,,,,AU,
,TAB & CO BUILDERS PTY LTD,,8.36E+10,,,,,,AU,
,TAB 100,,2.22E+10,,,,,,AU,
,TAB AMBARVALE,,4.74E+10,,,,,,AU,
,TAB ASHGROVE,,5.18E+10,,,,,,AU,
,TAB Agency,,7.82E+10,,,,,,AU,
,TAB BENTLEY,,1.65E+10,,,,,,AU,
,TAB CALOUNDRA PTY LTD,,4.86E+10,,,,,,AU,
,TAB CARINA,,8.88E+10,,,,,,AU,
,TAB CARINGBAH,,7.58E+10,,,,,,AU,
,TAB CONNECTIONS,,4.79E+10,,,,,,AU,
,TAB CONSULTANCY,,7.70E+10,,,,,,AU,
,TAB CONSULTANCY,,9.07E+10,,,,,,AU,
,TAB CONSULTING PTY. LIMITED,,7.11E+10,,,,,,AU,
,TAB Carpentry,,9.59E+10,,,,,,AU,
,TAB Communications Pty Ltd,,7.31E+10,,,,,,AU,
,TAB Concreting,,9.62E+10,,,,,,AU,
,TAB Consultancy Pty Ltd,,6.81E+10,,,,,,AU,
,TAB ELECTRICAL PTY LTD,,5.86E+10,,,,,,AU,
,TAB Electrical,,6.92E+10,,,,,,AU,
,TAB Ettalong,,8.26E+10,,,,,,AU,
,TAB GRAPHICS,,4.20E+10,,,,,,AU,
,TAB HAMILTON,,4.49E+10,,,,,,AU,
