Banner ID,Merchant Name,Allow String Matching,Tax id,Disallow string match,Nix if Multiple matches,Prefer if multple matches,Allow on top of receipt only,Match against addresses,Country,Logo-Text_Merchant_Name
,Touch vehicle rental,,9.31E+10,,,,,,AU,
,AUTO CAR & CAMPERVAN RENTAL CENTRE,,9.90E+10,,,,,,AU,
,MAGNETIC ISLAND AUTO RENTALS & REPAIRS,,7.84E+10,,,,,,AU,
,AIRPORT MOTOR SCOOTER RENTALS,,1.94E+10,,,,,,AU,
,AUSTRALIA MOTOR CAMPER RENTALS,,5.51E+10,,,,,,AU,
,CHARTER VEHICLE RENTAL AUSTRALIA,,1.31E+10,,,,,,AU,
,Cable Beach Vehicle Rentals,,4.23E+10,,,,,,AU,
,FAMILY POST AUTOMOTIVE RENTAL PTY. LTD.,,3.16E+10,,,,,,AU,
,POSEIDON REFRIGERATED VEHICLE RENTALS,,7.80E+10,,,,,,AU,
,Port Lincoln Vehicle Rentals,,5.53E+10,,,,,,AU,
,RENTAL VEHICLE MANAGER PTY LTD,,8.26E+10,,,,,,AU,
,RIVERLAND RENTAL VEHICLES,,1.22E+10,,,,,,AU,
,Rental Vehicle Specialists,,6.06E+10,,,,,,AU,
,ALL WHEELS MOTOR VEHICLE RENTALS PTY LTD,,2.76E+10,,,,,,AU,
,DMV PARTY RENTAL,,8.62E+10,,,,,,AU,
,GET MOBILITY VEHICLE RENTALS CQ PTY LTD,,2.16E+10,,,,,,AU,
,PENNANT HILLS RENTAL VEHICLES,,2.40E+10,,,,,,AU,
,AUTAO,,1.76E+10,,,,,,AU,
,NOT AT FAULT RENTALS,,9.23E+10,,,,,,AU,
,A.T.O.S. PTY LTD,,3.96E+10,,,,,,AU,
,ATOZ CORP PTY LTD,,7.66E+10,,,,,,AU,
,ATOZ PTY. LTD.,,3.90E+10,,,,,,AU,
,ATTO PTY LTD,,5.80E+10,,,,,,AU,
,AUT,,5.62E+10,,,,,,AU,
,AUTI PTY. LTD.,,7.12E+10,,,,,,AU,
,Atoz,,6.60E+10,,,,,,AU,
,CUMBERLAND CAR AND TRUCK RENTALS BIZ TEZ MOTOR,,2.80E+10,,,,,,AU,
,ATS HIRE,,5.85E+10,,,,,,AU,
,STRATA AT SELLING AND RENTING,,6.81E+10,,,,,,AU,
,Look At Me Sales & Rentals,,7.36E+10,,,,,,AU,
,APPLIANCE RENTALS (NSW) PTY LTD,,4.11E+10,,,,,,AU,
,ARGYLE RENTALS NSW,,5.06E+10,,,,,,AU,
,Ozcrate Rentals NSW,,8.51E+10,,,,,,AU,
,Rental Properties NSW,,3.84E+10,,,,,,AU,
,LTD BUS AND TRUCK RENTAL NSW,,3.29E+10,,,,,,AU,
,REAL ESTATE SALES AND RENTALS NSW,,9.31E+10,,,,,,AU,
,REDBACK SITE RENTALS (NSW) PTY LTD,,8.41E+10,,,,,,AU,
,SILK FLOWER RENTALS (NSW) PTY LIMITED,,5.51E+10,,,,,,AU,
,SYDNEY WIDE RENTALS NSW PTY LTD,,6.16E+10,,,,,,AU,
,HIRE & RENTAL ASSOCIATION NSW REGION INCORPORATED,,7.58E+10,,,,,,AU,
,PRIME EQUIPMENT SALES & RENTALS (NSW) PTY. LTD.,,3.71E+10,,,,,,AU,
,TEXTILE RENTAL & LAUNDRY ASSOCIATION OF NEW SOUTH WALES,,7.34E+10,,,,,,AU,
,WYONG BUS AND TRUCK RENTALS NSW,,2.41E+10,,,,,,AU,
,NSW RENTAL & INVESTMENT PROPERTIES PTY LTD,,7.91E+10,,,,,,AU,
,RENTQUIP (NSW),,3.41E+10,,,,,,AU,
,THE RENTERS AGENT NSW,,6.04E+10,,,,,,AU,
,Remtech (NSW),,8.32E+10,,,,,,AU,
,RENTALS QUEENSLAND PTY LTD,,1.81E+10,,,,,,AU,
,AMPM Rentals Qld,,8.92E+10,,,,,,AU,
,ELITE RENTALS QLD PTY LTD,,8.06E+10,,,,,,AU,
,RED RENTALS QLD PTY LTD,,3.16E+10,,,,,,AU,
,RENTAL SPECIALISTS (QLD) PTY LTD,,5.31E+10,,,,,,AU,
,Red Rentals QLD,,6.16E+10,,,,,,AU,
,Rental Services Queensland,,6.87E+10,,,,,,AU,
,SEMITRAILER RENTALS (QLD) PTY LTD,,7.00E+10,,,,,,AU,
,Semitrailer Rentals (Qld),,8.42E+10,,,,,,AU,
,Simons Rentals QLD,,1.30E+10,,,,,,AU,
,ABEL FURNITURE RENTALS QLD,,8.04E+10,,,,,,AU,
,Local Rentals Central Queensland,,6.02E+10,,,,,,AU,
,MDW PUMP RENTALS QLD PTY LTD,,5.56E+10,,,,,,AU,
,PABS FURNITURE RENTALS (QLD) PTY LTD,,2.85E+10,,,,,,AU,
,PABS FURNITURE RENTALS (QLD.) PTY. LTD.,,6.40E+10,,,,,,AU,
,RENTAL MANAGEMENT AUSTRALIA (QLD) PTY LTD,,3.02E+10,,,,,,AU,
,RENTALS TO GO QLD PTY LTD,,3.84E+10,,,,,,AU,
,Refrigerated Truck Rental (Qld),,1.98E+10,,,,,,AU,
,QLD EQUIPMENT RENTALS PTY LTD,,3.82E+10,,,,,,AU,
,QUEENSLAND CLARINET RENTALS,,7.97E+10,,,,,,AU,
,QUEENSLAND COPIER RENTALS PTY LTD,,4.41E+10,,,,,,AU,
,QUEENSLAND FORKLIFT RENTALS,,9.51E+10,,,,,,AU,
,QUEENSLAND NORTHSIDE RENTALS,,8.91E+10,,,,,,AU,
,QUEENSLAND RENTAL SERVICES PTY. LTD.,,3.21E+10,,,,,,AU,
,Queensland Property Rentals,,4.52E+10,,,,,,AU,
,Queensland Rentals.com.au,,8.63E+10,,,,,,AU,
,south east Queensland rentals,,8.51E+10,,,,,,AU,
,Network Car & Truck Rentals Queensland,,2.22E+10,,,,,,AU,
,QUEENSLAND HIRE PTY LTD,,9.51E+10,,,,,,AU,
,TEXTILE RENTAL & LAUNDRY ASSOCIATION QUEENSLAND INC,,1.55E+10,,,,,,AU,
,QLD PROPERTY RENTAL SOLUTIONS,,6.56E+10,,,,,,AU,
,QLD PROPERTY SALES AND RENTALS,,4.50E+10,,,,,,AU,
,QLD PROPERTY SALES AND RENTALS PTY LTD,,3.92E+10,,,,,,AU,
,QLD RENTAL MAINTENANCE & REPAIRS,,5.75E+10,,,,,,AU,
,QUEENSLAND REFRIGERATED TRUCK RENTAL,,4.51E+10,,,,,,AU,
,Queensland Coast Realty (Rentals) Pty Ltd,,8.81E+10,,,,,,AU,
,Queensland 2Way Radio Rentals,,7.67E+10,,,,,,AU,
,RENTLO CARS & UTES (QLD),,5.31E+10,,,,,,AU,
,AFFORDABLE RENTALS VICTORIA LTD.,,2.36E+10,,,,,,AU,
,Mr Rental SW VIC Pty Ltd,,2.91E+10,,,,,,AU,
,STOP RENTING VICTORIA,,1.78E+10,,,,,,AU,
,UNIQUE RENTALS (VIC) PTY. LTD.,,7.32E+10,,,,,,AU,
,FORKLIFT SALES AND RENTAL - VICTORIA,,7.60E+10,,,,,,AU,
,Guardian Rental Management Victoria,,3.58E+10,,,,,,AU,
,Local Rentals (CENTRAL VIC) Pty Ltd,,1.21E+10,,,,,,AU,
,RENTAL MANAGEMENT AUSTRALIA (VIC) PTY LTD,,6.76E+10,,,,,,AU,
,SILK FLOWER RENTALS VICTORIA PTY LIMITED,,1.61E+10,,,,,,AU,
,SWAGMAN MOTORHOME RENTAL VICTORIA,,1.70E+10,,,,,,AU,
,VIC ASSIST RENTALS PTY LTD,,8.26E+10,,,,,,AU,
,VIC Rental Solutions,,5.19E+10,,,,,,AU,
,VICTORIA HOIST RENTALS PTY LTD,,6.52E+10,,,,,,AU,
,VICTORIA MOTORCYCLE RENTAL,,8.17E+10,,,,,,AU,
,Victoria Park Rentals,,6.61E+10,,,,,,AU,
,Melbourne Corporate Rentals Vic Partnership,,7.94E+10,,,,,,AU,
,REFRIGERATED VAN & TRUCK RENTALS (VIC) PTY LTD,,5.10E+10,,,,,,AU,
,Refrigerated Van & Truck Rentals (Vic) Pty Ltd,,9.04E+10,,,,,,AU,
,TEXTILE RENTAL AND LAUNDRY ASSOCIATION VICTORIA INC,,4.16E+10,,,,,,AU,
,Vic Hire,,7.68E+10,,,,,,AU,
,MOVE IT VIC RENTAL PTY LTD,,8.26E+10,,,,,,AU,
,Real Estate Alliance Victoria Rentals,,6.06E+10,,,,,,AU,
,VIC OFFICE EQUIPMENT SALES & RENTALS PTY LTD,,9.71E+10,,,,,,AU,
,VICTORIA POLONEZ COMMON EQUITY RENTAL HOUSING CO-OPERATIVE LTD,,7.20E+10,,,,,,AU,
,VAC TRUCK RENTALS PTY LTD,,7.76E+10,,,,,,AU,
,CENTRAL VICTORIA COMMON EQUITY RENTALHOUSING CO OPERATIVE LTD,,2.97E+10,,,,,,AU,
,Local Rentals NT Pty Ltd,,2.62E+10,,,,,,AU,
,Simons Rentals NT,,1.86E+10,,,,,,AU,
,ADELAIDE RENTALS SA & NT,,9.50E+10,,,,,,AU,
,Freedom Truck Rentals (NT),,4.60E+10,,,,,,AU,
,Outback Helicopter Rental NT Pty Ltd,,7.41E+10,,,,,,AU,
,TAT HONG RENTAL NORTHERN TERRITORY,,8.90E+10,,,,,,AU,
,Budget Car and Truck Rental (NT),,4.10E+10,,,,,,AU,
,NT HIRE,,9.75E+10,,,,,,AU,
,NT HIRE,,5.21E+10,,,,,,AU,
,N.T. OUTBACK ADVENTURE RENTALS PTY. LTD.,,5.40E+10,,,,,,AU,
,RENTAL HOMES NOW,,2.51E+10,,,,,,AU,
,My Rental Home Now,,3.19E+10,,,,,,AU,
,NU TECK RENTALS PTY LTD,,4.81E+10,,,,,,AU,
,No Rental Bond,,9.31E+10,,,,,,AU,
,No Rental Vacancy,,5.91E+10,,,,,,AU,
,Hutton & Hutton Rentals New Farm,,8.06E+10,,,,,,AU,
,N & H Hire Pty Limited,,2.81E+10,,,,,,AU,
,ND HIRE PTY LTD,,9.76E+10,,,,,,AU,
,NHS Hire,,2.60E+10,,,,,,AU,
,Now Hired,,1.23E+10,,,,,,AU,
,BUDGET NEW TECH RENTALS PTY. LTD.,,8.40E+10,,,,,,AU,
,NEW MOVE RENTAL SOLUTIONS,,7.10E+10,,,,,,AU,
,NEW WORLD HOLIDAY RENTALS,,8.81E+10,,,,,,AU,
,RENTAL INSPECTIONS TASMANIA PTY LTD,,1.66E+10,,,,,,AU,
,BRITZ AND MAUI RENTALS TASMANIA,,9.40E+10,,,,,,AU,
,OZE RENTALS NORTH TAS,,1.82E+10,,,,,,AU,
,TAS MINIBUS RENTALS,,3.92E+10,,,,,,AU,
,TAS WIDE RENTALS,,5.50E+10,,,,,,AU,
,TASMANIA CAMPERVAN RENTALS PTY LTD,,3.61E+10,,,,,,AU,
,TAS HIRE,,3.91E+10,,,,,,AU,
,TTE Rentals,,7.53E+10,,,,,,AU,
,HIRE THIS,,2.56E+10,,,,,,AU,
,Hire Tea,,3.92E+10,,,,,,AU,
,T & S HIRE PTY LTD,,8.66E+10,,,,,,AU,
,Taz Hire,,6.24E+10,,,,,,AU,
,Key to Rentals,,4.24E+10,,,,,,AU,
,TOW HIRE PTY LTD,,9.12E+10,,,,,,AU,
,Groundforce Rentals WA Pty Ltd,,3.81E+10,,,,,,AU,
,PhotoBooth Rentals WA,,2.31E+10,,,,,,AU,
,RIGGING RENTALS WA PTY LTD,,9.41E+10,,,,,,AU,
,SMS Rental (WA) Pty Ltd,,4.11E+10,,,,,,AU,
,rental express wa,,2.24E+10,,,,,,AU,
,WA RENTALS PTY LTD,,7.42E+10,,,,,,AU,
,COMMUNICATION SITE RENTALS WA,,7.31E+10,,,,,,AU,
,COOL BREEZE RENTALS (WA) PTY LTD,,5.52E+10,,,,,,AU,
,Home And Rental Maintanance WA,,3.13E+10,,,,,,AU,
,Mini Digger Rental WA,,2.41E+10,,,,,,AU,
,OPEN ROAD RENTALS W.A.,,7.80E+10,,,,,,AU,
,OPEN ROAD RENTALS WA,,4.42E+10,,,,,,AU,
,Scipit Trailer Rentals WA,,6.74E+10,,,,,,AU,
,WA Fence Rental,,7.62E+10,,,,,,AU,
,WA RENTAL SERVICES PTY LTD,,1.46E+10,,,,,,AU,
,WA RENTAL SOLUTIONS,,1.39E+10,,,,,,AU,
,Onsite Rental Group Operations (WA) Pty Limited,,1.91E+10,,,,,,AU,
,Specialised Truck & Trailer Rentals WA,,8.61E+10,,,,,,AU,
,TEXTILE RENTAL & LAUNDRY ASSN OF WA,,8.60E+10,,,,,,AU,
,WA HIRE CO PTY LTD,,8.51E+10,,,,,,AU,
,W & Y RENTAL PTY LTD,,6.76E+10,,,,,,AU,
,WE HIRE CO.,,6.80E+10,,,,,,AU,
,WE HIRE PTY LTD,,4.21E+10,,,,,,AU,
,WW HIRE PTY LTD,,3.02E+10,,,,,,AU,
,We Move Rental Property,,2.95E+10,,,,,,AU,
,Mr Rental SA Pty Ltd,,9.01E+10,,,,,,AU,
,Rentals SA,,7.73E+10,,,,,,AU,
,Rental Management SA,,7.51E+10,,,,,,AU,
,The Rental Specialists SA,,3.25E+10,,,,,,AU,
,COOL BREEZE RENTALS (SA) PTY LTD,,5.32E+10,,,,,,AU,
,FIRST CHOICE RENTALS (SA) PTY LTD,,7.02E+10,,,,,,AU,
,SA EXECUTIVE RENTALS,,7.66E+10,,,,,,AU,
,SA PROPERTY RENTALS PTY LTD,,1.32E+10,,,,,,AU,
,SA RENTAL SOLUTIONS PTY. LTD.,,8.62E+10,,,,,,AU,
,Budget Car and Truck Rental (SA),,4.84E+10,,,,,,AU,
,HIRE AND RENTAL ASSOCIATION SA REGION,,5.15E+10,,,,,,AU,
,SA Hire,,1.96E+10,,,,,,AU,
,SA Hire Pty Ltd,,3.51E+10,,,,,,AU,
,SAI RENTALS (SOUTH AUSTRALIA INVESTMENTS AND RENTALS),,7.75E+10,,,,,,AU,
,TEXTILE RENTAL AND LAUNDRY ASSOCIATION SA INC,,9.52E+10,,,,,,AU,
,Beachport SA Holiday Rentals,,2.83E+10,,,,,,AU,
,SA RENTAL PROPERTY MAINTENANCE,,5.29E+10,,,,,,AU,
,SA Solar Rentals & Sales,,9.66E+10,,,,,,AU,
,MASON GRAY STRANGE RENTAL MANAGEMENT (SA),,7.40E+10,,,,,,AU,
,Kevin Hodges SA Rental Management,,6.72E+10,,,,,,AU,
,SOUTHERN CROSS INDUSTRIES S.A. RENTALS,,6.32E+10,,,,,,AU,
,G.S RENTOUL & S.A RENTOUL,,3.74E+10,,,,,,AU,
,S.E. RENTALS PTY LTD,,3.71E+10,,,,,,AU,
,SAW HIRE PTY LTD,,6.42E+10,,,,,,AU,
,SHORE HIRE PTY LIMITED,,5.41E+10,,,,,,AU,
,S.E.S. HIRE PTY LTD,,7.81E+10,,,,,,AU,
,SIS HIRE PTY. LTD.,,7.02E+10,,,,,,AU,
,SOS HIRE,,3.71E+10,,,,,,AU,
,S & B HIRE PTY LTD,,6.61E+10,,,,,,AU,
,S & R HIRE,,2.21E+10,,,,,,AU,
,S B HIRE,,4.10E+10,,,,,,AU,
,S F HIRE PTY. LTD.,,8.91E+10,,,,,,AU,
,S.K HIRE,,1.50E+10,,,,,,AU,
,S.L. HIRE PTY. LTD.,,1.71E+10,,,,,,AU,
,SHI LIFE LUXURY RENTALS PTY LTD,,3.76E+10,,,,,,AU,
,MR TAXI PTY LTD,,8.36E+10,,,,,,AU,
,TAXI,,3.54E+10,,,,,,AU,
,TAXI,,7.83E+10,,,,,,AU,
,TAXI,,1.75E+10,,,,,,AU,
,TAXI,,2.65E+10,,,,,,AU,
,TAXI,,8.87E+10,,,,,,AU,
,TAXI,,6.08E+10,,,,,,AU,
,TAXI,,9.45E+10,,,,,,AU,
,TAXI,,1.18E+10,,,,,,AU,
,TAXI,,8.14E+10,,,,,,AU,
,TAXI,,2.51E+10,,,,,,AU,
,TAXI,,5.60E+10,,,,,,AU,
,TAXI,,1.25E+10,,,,,,AU,
,TAXI,,6.93E+10,,,,,,AU,
,TAXI,,2.79E+10,,,,,,AU,
,TAXI,,2.90E+10,,,,,,AU,
,TAXI,,2.87E+10,,,,,,AU,
,TAXI,,9.79E+10,,,,,,AU,
,TAXI,,3.41E+10,,,,,,AU,
,TAXI,,6.46E+10,,,,,,AU,
,TAXI,,7.20E+10,,,,,,AU,
,TAXI,,6.82E+10,,,,,,AU,
,TAXI,,9.33E+10,,,,,,AU,
,TAXI,,9.33E+10,,,,,,AU,
,TAXI,,6.16E+10,,,,,,AU,
,TAXI,,7.96E+10,,,,,,AU,
,TAXI,,4.09E+10,,,,,,AU,
,TAXI,,8.80E+10,,,,,,AU,
,TAXI,,4.17E+10,,,,,,AU,
,TAXI,,6.12E+10,,,,,,AU,
,TAXI,,4.79E+10,,,,,,AU,
,TAXI,,1.42E+10,,,,,,AU,
,TAXI,,9.05E+10,,,,,,AU,
,TAXI,,5.42E+10,,,,,,AU,
,TAXI,,9.21E+10,,,,,,AU,
,TAXI,,6.67E+10,,,,,,AU,
,TAXI,,1.38E+10,,,,,,AU,
,TAXI,,6.90E+10,,,,,,AU,
,TAXI,,1.30E+10,,,,,,AU,
,TAXI,,9.56E+10,,,,,,AU,
,TAXI,,1.81E+10,,,,,,AU,
,TAXI,,8.69E+10,,,,,,AU,
,TAXI,,9.38E+10,,,,,,AU,
,TAXI,,6.61E+10,,,,,,AU,
,TAXI,,3.58E+10,,,,,,AU,
,TAXI,,7.70E+10,,,,,,AU,
,TAXI,,5.91E+10,,,,,,AU,
,TAXI,,4.03E+10,,,,,,AU,
,TAXI,,2.25E+10,,,,,,AU,
,TAXI,,7.51E+10,,,,,,AU,
,TAXI,,1.61E+10,,,,,,AU,
,TAXI,,2.05E+10,,,,,,AU,
,TAXI PTY LTD,,3.21E+10,,,,,,AU,
,TAXI!,,4.99E+10,,,,,,AU,
,TAXICORP PTY. LTD.,,5.01E+10,,,,,,AU,
,Taxi,,9.74E+10,,,,,,AU,
,Taxi,,9.85E+10,,,,,,AU,
,Taxi,,9.02E+10,,,,,,AU,
,Taxi,,4.28E+10,,,,,,AU,
,Taxi,,3.01E+10,,,,,,AU,
,Taxi,,4.80E+10,,,,,,AU,
,Taxi,,2.13E+10,,,,,,AU,
,Taxi,,4.77E+10,,,,,,AU,
,Taxi,,4.21E+10,,,,,,AU,
,Taxi,,4.06E+10,,,,,,AU,
,Taxi,,4.41E+10,,,,,,AU,
,Taxi,,1.16E+10,,,,,,AU,
,Taxi,,3.06E+10,,,,,,AU,
,Taxi,,6.12E+10,,,,,,AU,
,Taxi,,3.93E+10,,,,,,AU,
,Taxi,,9.91E+10,,,,,,AU,
,Taxi,,4.26E+10,,,,,,AU,
,Taxi,,5.20E+10,,,,,,AU,
,Taxi,,6.20E+10,,,,,,AU,
,Taxi,,8.73E+10,,,,,,AU,
,Taxi,,7.21E+10,,,,,,AU,
,Taxi,,3.59E+10,,,,,,AU,
,Taxi,,1.29E+10,,,,,,AU,
,Taxi,,1.78E+10,,,,,,AU,
,Taxi,,3.14E+10,,,,,,AU,
,Taxi,,3.81E+10,,,,,,AU,
,Taxi,,8.04E+10,,,,,,AU,
,Taxi,,5.43E+10,,,,,,AU,
,Taxi,,9.14E+10,,,,,,AU,
,Taxi,,4.42E+10,,,,,,AU,
,Taxi,,2.85E+10,,,,,,AU,
,Taxi,,3.74E+10,,,,,,AU,
,Taxi,,5.30E+10,,,,,,AU,
,Taxi,,1.69E+10,,,,,,AU,
,Taxi,,7.05E+10,,,,,,AU,
,Taxi,,4.98E+10,,,,,,AU,
,Taxi,,5.09E+10,,,,,,AU,
,Taxi,,4.52E+10,,,,,,AU,
,Taxi,,6.68E+10,,,,,,AU,
,Taxi,,4.35E+10,,,,,,AU,
,Taxi,,3.26E+10,,,,,,AU,
,Taxi,,4.16E+10,,,,,,AU,
,Taxi,,4.43E+10,,,,,,AU,
,Taxi,,7.35E+10,,,,,,AU,
,Taxi,,2.23E+10,,,,,,AU,
,Taxi,,7.99E+10,,,,,,AU,
,Taxi,,6.30E+10,,,,,,AU,
,Taxi,,3.13E+10,,,,,,AU,
,Taxi,,5.93E+10,,,,,,AU,
,Taxi,,1.23E+10,,,,,,AU,
,taxi,,2.04E+10,,,,,,AU,
,taxi,,4.64E+10,,,,,,AU,
,taxi,,9.30E+10,,,,,,AU,
,taxi,,3.63E+10,,,,,,AU,
,taxi,,6.98E+10,,,,,,AU,
,taxi,,3.37E+10,,,,,,AU,
,taxi,,1.53E+10,,,,,,AU,
,taxi,,9.58E+10,,,,,,AU,
,taxi,,5.55E+10,,,,,,AU,
,taxi,,4.39E+10,,,,,,AU,
,taxi,,7.13E+10,,,,,,AU,
,taxi,,2.96E+10,,,,,,AU,
,taxi,,3.10E+10,,,,,,AU,
,taxi,,9.28E+10,,,,,,AU,
,taxi,,2.72E+10,,,,,,AU,
,taxi,,2.08E+10,,,,,,AU,
,taxi,,6.93E+10,,,,,,AU,
,taxi,,9.00E+10,,,,,,AU,
,taxi,,9.12E+10,,,,,,AU,
,taxi,,6.62E+10,,,,,,AU,
,taxi,,3.93E+10,,,,,,AU,
,taxi,,5.61E+10,,,,,,AU,
,taxi,,6.68E+10,,,,,,AU,
,taxi,,9.89E+10,,,,,,AU,
,taxi,,6.97E+10,,,,,,AU,
,taxi,,2.36E+10,,,,,,AU,
,taxi,,9.28E+10,,,,,,AU,
,taxi,,2.40E+10,,,,,,AU,
,taxi,,9.90E+10,,,,,,AU,
,taxi,,8.39E+10,,,,,,AU,
,taxi,,2.91E+10,,,,,,AU,
,taxi,,4.09E+10,,,,,,AU,
,taxi,,9.76E+10,,,,,,AU,
,taxi,,5.60E+10,,,,,,AU,
,taxi,,9.15E+10,,,,,,AU,
,taxi,,2.57E+10,,,,,,AU,
,taxi,,4.11E+10,,,,,,AU,
,taxi,,9.55E+10,,,,,,AU,
,taxi,,9.34E+10,,,,,,AU,
,taxi,,9.27E+10,,,,,,AU,
,taxi,,6.35E+10,,,,,,AU,
,taxi,,9.36E+10,,,,,,AU,
,taxi,,2.48E+10,,,,,,AU,
,taxi,,2.77E+10,,,,,,AU,
,taxi,,5.51E+10,,,,,,AU,
,taxi,,2.34E+10,,,,,,AU,
,taxi,,4.55E+10,,,,,,AU,
,taxi,,8.65E+10,,,,,,AU,
,taxi,,9.70E+10,,,,,,AU,
,taxi,,2.21E+10,,,,,,AU,
,taxi,,4.61E+10,,,,,,AU,
,taxi,,7.47E+10,,,,,,AU,
,taxi,,2.72E+10,,,,,,AU,
,taxi,,3.90E+10,,,,,,AU,
,taxi,,8.60E+10,,,,,,AU,
,taxi,,2.24E+10,,,,,,AU,
,taxi,,2.95E+10,,,,,,AU,
,taxi,,3.65E+10,,,,,,AU,
,taxi,,6.51E+10,,,,,,AU,
,taxi,,4.99E+10,,,,,,AU,
,taxi,,9.90E+10,,,,,,AU,
,taxi,,9.35E+10,,,,,,AU,
,taxi,,9.39E+10,,,,,,AU,
,taxi,,8.60E+10,,,,,,AU,
,taxi,,5.37E+10,,,,,,AU,
,taxi,,4.55E+10,,,,,,AU,
,taxi,,6.17E+10,,,,,,AU,
,taxi,,2.23E+10,,,,,,AU,
,taxi,,8.73E+10,,,,,,AU,
,taxi,,7.49E+10,,,,,,AU,
,taxi,,7.31E+10,,,,,,AU,
,taxi,,3.85E+10,,,,,,AU,
,taxi,,2.94E+10,,,,,,AU,
,taxi,,7.60E+10,,,,,,AU,
,taxi,,7.74E+10,,,,,,AU,
,taxi,,2.31E+10,,,,,,AU,
,taxi,,8.76E+10,,,,,,AU,
,taxi,,3.49E+10,,,,,,AU,
,taxi,,2.80E+10,,,,,,AU,
,taxi,,5.84E+10,,,,,,AU,
,taxi,,5.66E+10,,,,,,AU,
,taxi,,7.62E+10,,,,,,AU,
,taxi,,8.80E+10,,,,,,AU,
,taxi,,5.28E+10,,,,,,AU,
,taxi,,8.06E+10,,,,,,AU,
,taxi,,8.90E+10,,,,,,AU,
,taxi,,6.40E+10,,,,,,AU,
,taxi,,7.00E+10,,,,,,AU,
,taxi,,8.39E+10,,,,,,AU,
,taxi,,9.98E+10,,,,,,AU,
,taxi,,5.47E+10,,,,,,AU,
,taxi,,3.00E+10,,,,,,AU,
,taxi,,4.33E+10,,,,,,AU,
,taxi,,6.72E+10,,,,,,AU,
,taxi,,2.47E+10,,,,,,AU,
,CABCHARGE,,9.90E+10,,,,,,AU,
,CABCHARGE (INVESTMENTS) PTY LTD,,4.11E+10,,,,,,AU,
,CABCHARGE PAYMENTS PTY LTD,,2.26E+10,,,,,,AU,
,COMFORTDELGRO CABCHARGE PTY LTD - AUSTRALIAN GROUP,,8.40E+10,,,,,,AU,
,Cabcare Pty Ltd,,3.11E+10,,,,,,AU,
,CABCARE VICTORIA,,8.00E+10,,,,,,AU,
,HUIE CABCARE PTY LTD,,9.32E+10,,,,,,AU,
,CABCARE TAXI SERVICES PTY LTD,,8.82E+10,,,,,,AU,
,CAB,,2.47E+10,,,,,,AU,
,CAB,,2.15E+10,,,,,,AU,
,CAB & CO,,2.43E+10,,,,,,AU,
,CAB CORP PTY. LIMITED,,1.21E+10,,,,,,AU,
,cab,,1.41E+10,,,,,,AU,
,cab,,1.41E+10,,,,,,AU,
,cab,,7.84E+10,,,,,,AU,
,cab,,5.49E+10,,,,,,AU,
,cab,,7.78E+10,,,,,,AU,
,CAB SOFTWARE,,8.66E+10,,,,,,AU,
,13 CAB,,9.71E+10,,,,,,AU,
,13 cab,,2.70E+10,,,,,,AU,
,AAA Cab Co,,4.32E+10,,,,,,AU,
,ALU-CAB,,2.87E+10,,,,,,AU,
,Autocab,,4.71E+10,,,,,,AU,
,BLACK CAB,,4.34E+10,,,,,,AU,
,Best Cab Pty Ltd,,3.61E+10,,,,,,AU,
,Bundaberg Cab Co,,8.43E+10,,,,,,AU,
,C A B CONTRACTING PTY LTD,,3.01E+10,,,,,,AU,
,C.A.B DESIGN,,6.10E+10,,,,,,AU,
,C.A.B ELECTRICAL,,6.50E+10,,,,,,AU,
,C.A.B Fabrications,,7.56E+10,,,,,,AU,
,C.A.B LANDSCAPES,,5.42E+10,,,,,,AU,
,C.A.B. CABINETS PTY LTD,,5.61E+10,,,,,,AU,
,C.A.B. COMPONENTS PTY. LTD.,,5.91E+10,,,,,,AU,
,C.A.B. CONSTRUCTIONS PTY LTD,,1.71E+10,,,,,,AU,
,C.A.B. CONSULTING PTY LTD,,4.81E+10,,,,,,AU,
,C.A.B. DEVELOPMENTS PTY LTD,,5.41E+10,,,,,,AU,
,C.A.B. NOMINEES PROPRIETARY LIMITED,,8.00E+10,,,,,,AU,
,C.A.B. PLUMBING_PTY LTD,,2.00E+10,,,,,,AU,
,CAB (QLD) PTY LTD,,9.06E+10,,,,,,AU,
,CAB @ AERIAL,,8.51E+10,,,,,,AU,
,CAB ACCESS PTY LTD,,1.22E+10,,,,,,AU,
,CAB Accountants,,9.90E+10,,,,,,AU,
,CAB CALL PTY LTD,,5.11E+10,,,,,,AU,
,CAB CARD,,1.10E+10,,,,,,AU,
,CAB CHOICE PTY. LTD.,,9.91E+10,,,,,,AU,
,CAB CO. TAXIS PTY LTD,,8.62E+10,,,,,,AU,
,CAB COMMUNICATIONS,,6.09E+10,,,,,,AU,
,CAB CONCRETE PTY LTD,,3.46E+10,,,,,,AU,
,CAB CONNECT PTY. LTD.,,6.21E+10,,,,,,AU,
,CAB CORNER,,7.42E+10,,,,,,AU,
,CAB CUE PTY LTD,,7.42E+10,,,,,,AU,
,CAB DESIGN,,9.09E+10,,,,,,AU,
,CAB DRIVER,,3.69E+10,,,,,,AU,
,CAB DRIVER,,2.06E+10,,,,,,AU,
,CAB DRIVER,,3.69E+10,,,,,,AU,
,CAB DRIVER,,5.98E+10,,,,,,AU,
,CAB DRIVER,,2.64E+10,,,,,,AU,
